data_ref,date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Dew Point Category,Wind Direction,Daily Solar Panel Efficiency
9d92d38c-ff1f-44fe-b07e-cc824d6cc45f,03/04/2016,7.6,7.6,7.6,7.6,28.8,31.9,9.4,34.6,6.59,32.0,59.599999999999994,100.0,1006,Very High,SE,Low
7150d494-1a63-404f-8853-cdd0f82335d1,04/04/2016,6.2,4.2,5,6,29.2,32.3,9.4,31.3,7.1,36.0,59.8,100.0,1006,Very High,SE.,Low
5237fc18-eeca-49f4-8261-b590cdf55f39,05/04/2016,0,0,0,0,29,31.7,10.1,32,7.59,25.0,59.8,89.5,1005,High,N,Medium
70241ac7-e3b9-4c8e-b497-28ac0986c9fb,06/04/2016,0,0,0,0,29.4,33.8,9.7,31.7,7.83,20.0,59.3,100.0,1011,Very Low,SE,Medium
033fb5c7-58df-46f8-b0d2-c2e549c9028f,07/04/2016,0,0,0,0,-,33.7,--,31.7,7.82,16.0,58.8,84.6,1009,High,NORTHWEST,Low
577daab6-c307-4132-a23a-f8823faab243,08/04/2016,0,0,0,0,29.7,34.4,--,28.8,8.18,21.0,59.4,88.6,1009,High,SW,High
0e8c3dfb-a1dc-41fe-9ac9-57f532aa8cac,09/04/2016,1.2,0.8,1.2,1.2,28.8,33.3,-,-35.6,7.27,30.0,59.7,100.0,1007,Very High,SE,Medium
e79ff4d3-6214-4f98-8144-fcc4709df629,10/04/2016,0,0,0,0,29.7,35,9.4,29.5,8.17,18.0,60.0,90.6,1004,High,W,High
f4b0f878-fde7-4e21-b52a-ea4ca41476c3,11/04/2016,0,0,0,0,29.8,-,6.5,22,8.77,23.0,59.9,100.0,1006,Very High,N,High
80c27662-daa7-4771-b515-2b00b0594ed7,12/04/2016,9.4,8.2,9.2,9.4,-,34.5,5.8,-,5.63,38.0,-60.2,100.0,1004,Very High,N,Low
d03193d5-8d8f-40db-9454-ea36f3c118a8,13/04/2016,0,0,0,0,--,33.2,6.8,--,7.34,24.0,59.599999999999994,100.0,1012,Very High,SW,Medium
4627255f-a1e0-474d-84d2-d80d964afb2b,14/04/2016,9.6,9.4,9.4,-,29.4,33.6,5.8,36.4,6.38,34.0,59.8,100.0,1011,Very High,SE,Low
5ff0c66f-cff0-4ecc-b6ed-067a8f13bf11,15/04/2016,4.8,2,2.6,4.4,28.9,30.7,-,27.7,7.44,24.0,59.599999999999994,100.0,1010,Very High,southeast,Medium
e300ac8a-b3d1-4ac0-9799-f66c5fd487b2,16/04/2016,0,--,0,0,29.9,33.5,9,-31.3,7.84,17.0,60.2,100.0,1008,Very High,SW,Medium
56e3e311-b681-4a2d-83c0-11a58b64e917,17/04/2016,0,0,0,0,30.1,34.1,11.2,-,7.65,16.0,60.3,100.0,1003,Low,NE,Medium
9215a1b2-573d-4b5f-883b-546e404a8e53,18/04/2016,0,0,0,0,30.3,34.1,9,29.9,8.04,25.0,59.9,91.6,1004,high,E,High
03ab0b89-ced6-46a7-8e49-6a52229741ee,19/04/2016,0.2,0.2,0.2,0.2,30.5,34.6,11.2,32,7.86,22.0,60.099999999999994,100.0,1007,Very High,SW,Medium
4d7f5d17-1aef-4403-9d4a-84d0547ed3c5,20/04/2016,0.4,0.4,0.4,0.4,--,33.8,--,35.3,7.43,20.0,59.9,100.0,1007,Very High,NW,Medium
9777bf49-fc96-476f-9e15-6c4d59bf9c1d,21/04/2016,--,-,0,0,30.4,34.8,11.5,-,8.08,18.0,59.5,100.0,1003,Extreme,SW,High
4deda4e2-3b2b-4d9f-aba6-39c53b23efe2,22/04/2016,-,0,0,0,29.7,33.7,10.4,35.3,7.46,23.0,60.0,96.0,1009,Very High,N,Medium
81d7a9f4-aea1-49f5-aeec-41b909f5b7df,23/04/2016,0,0,0,0,29.8,33.1,9.7,31.7,7.76,11.0,59.8,100.0,1008,very high,N,Medium
6a20bca3-8508-4c06-aee0-8d544f6b2327,24/04/2016,13.8,12.2,12.2,12.4,29.2,31.6,-,--,4.83,51.0,59.9,100.0,1009,Normal,SE,Low
5cde1812-3ba5-4836-aeef-4dd126b4d894,25/04/2016,18.2,12.2,14.2,-,28.7,32.6,5.4,27,6.36,60.0,59.8,100.0,1013,Very High,NE,Low
d543b48b-49aa-4e6b-ba40-d39055369c45,26/04/2016,7.6,5.8,5.8,5.8,28.9,-,5,22.3,7.89,27.0,59.9,100.0,1002,Very Low,WEST,Low
85ffffd7-9e90-444e-a030-cbcdc039a3a7,27/04/2016,--,4.2,4.2,4.2,28.9,33.6,6.5,27.4,7.82,17.0,60.3,100.0,1011,Very High,NORTHWEST,Medium
6eb353bf-44bc-47aa-b4ca-5ba00d39d8d0,28/04/2016,6.2,6.2,6.2,6.2,28.9,32.7,5.8,--,7.39,30.0,60.2,100.0,1006,Extreme,S,Low
8f087aa9-1d77-4f9c-88ce-b327a55dda04,29/04/2016,0.4,0.4,--,0.4,29,-,6.5,29.5,7.91,28.0,59.9,96.3,1008,Very High,WEST,Low
9d205f1d-c713-479b-9859-c4c3bea917f8,30/04/2016,0,0,0,-,28.6,33.8,6.1,34.2,7.58,9.0,59.4,88.7,1009,moderate,west,Medium
c8bfee72-86ab-4e7e-aea4-cd952e2860a4,01/05/2016,0,0,-,0,-,--,9.4,28.4,8.09,16.0,59.7,97.7,1008,Very High,W,Medium
0115e283-5879-42fc-afe1-6d66de028ac7,02/05/2016,0,0,0,0,29.4,33.3,7.6,--,7.53,25.0,59.7,100.0,1011,Very High,southeast,Medium
fa46ff4f-db57-4a37-b4dd-e2fc0ecf01ed,03/05/2016,0,0,0,--,30,33.6,9.4,32.4,7.74,16.0,59.9,91.3,1004,High Level,NW,Medium
dda8d7d5-0a5a-407d-b3d3-a02043c91894,04/05/2016,-,0,0,0,30.7,-,9.7,--,7.99,15.0,60.099999999999994,90.5,1004,High,NE,Medium
61b965e3-d215-4fcb-8ad5-78fdb7a5632c,05/05/2016,0.6,0.6,0.6,0.6,--,33.8,6.8,39.6,6.98,30.0,60.2,99.6,1007,Very High,S,Medium
a65465ed-c898-42c3-ad85-3bf1939bd2a0,06/05/2016,0,0,--,0,29.8,34.6,8.3,35.3,7.55,17.0,60.3,100.0,1008,HIGH,SE,Medium
15895391-0a40-44c9-a90c-65a309110f6d,07/05/2016,0,0,-,0,29.8,33.4,8.3,36.4,7.32,18.0,60.2,100.0,1008,Very High,W,High
914f56b0-e735-4e91-9f43-b4399f712ff0,08/05/2016,0,0,0,0,-,--,6.5,26.3,8.28,23.0,60.0,100.0,1007,Very Low,N,High
dd9b9f56-7112-4b69-98d2-d75093d67c35,09/05/2016,0,0,0,0,30,34.1,8.6,35.6,7.47,31.0,60.0,91.7,1008,High,NE,Low
15e7ee5b-9806-4ad0-abb2-015708e4a51e,10/05/2016,0,0,0,0,30.7,-,9.7,33.8,7.69,16.0,60.2,100.0,1003,Very High,SE,Medium
a6289be5-2fd7-42e7-b0b1-9d886e920843,11/05/2016,8,7.8,7.8,8,-,34,5.8,33.8,6.84,36.0,60.3,100.0,1012,Very High,SE,Low
a0dc09f3-7f3f-4402-8df1-3c77df6b2ddb,12/05/2016,0,0,0,0,29.7,33.2,8.3,40,6.94,16.0,60.4,100.0,1006,Very High,SE,Low
1cafe492-cdca-48e8-991d-4a9de4d755c0,13/05/2016,0.8,0.6,0.8,0.8,28.8,31.8,5,-,6.15,18.0,60.0,100.0,1002,Moderate,W,Low
93108997-5523-4f47-b9bd-77fc8efddca9,14/05/2016,16.4,10.6,11,15.8,27.7,32.8,5.4,46.8,4.58,58.0,59.7,100.0,1007,Very Low,NW,Low
5213979b-a9d1-406f-92b2-bf629b8971ac,15/05/2016,0,0,0,0,28.8,32.8,5.8,25.2,8.38,19.0,59.599999999999994,94.3,1008,High,SE,High
33d053e0-8cff-40c3-be91-63fe5ebb49f6,16/05/2016,31.6,22.4,27.8,31.4,28.5,34.3,6.1,53.6,2.53,86.0,59.7,100.0,1010,Very High,NORTHEAST,Low
bbd5f6ab-fae7-404f-b803-7f366b81edee,17/05/2016,0,0,0,0,29.2,32.5,6.1,23.8,8.49,22.0,60.3,95.8,1001,Very High,W,High
f5600c76-72c9-473c-b6a3-02d415e874a2,18/05/2016,-,40.8,42,-,28.5,33.3,8.6,--,2.55,100.0,60.3,100.0,1009,Very High,N,Low
e02d6ce3-b037-4ec1-a33b-ba1a5fc6cf6d,19/05/2016,0,0,0,-,28.6,32.8,6.5,37.4,7.16,18.0,59.8,100.0,1006,Very High,N,Medium
61e56483-5fe0-4b58-9416-9f606e74f2a9,20/05/2016,2.8,2.6,--,3,29.6,--,6.8,30.2,7.56,28.0,60.5,100.0,1006,Very High,NE,Medium
cb72423a-4b6a-4b03-a2ed-a593ea418a75,21/05/2016,10.6,7,10.4,10.6,28.9,31.3,7.6,30.6,6.63,38.0,59.9,100.0,1007,Very High,E,High
d3ae0fd6-8ebf-468f-8eee-03d3e471fecd,22/05/2016,25.6,14.4,17.6,20.4,28.1,32.1,7.6,46.8,3.59,77.0,59.8,100.0,1005,Very High,SW,Medium
f62d6507-5ead-42b5-b490-b96291b2b4ea,23/05/2016,1.8,1.8,1.8,1.8,29.1,33.2,7.6,29.2,7.84,27.0,59.7,100.0,1009,Very High,NE,Medium
f4ffa30b-b57c-4c7e-84b8-0de7fcd854e9,24/05/2016,0,0,0,0,29.9,31.9,7.6,23.8,8.43,21.0,60.0,98.9,1002,Very High,W,High
0a2c83c1-5aee-46a1-b6e2-4be031a5fb94,25/05/2016,0,0,0,0,30,-,10.8,47.2,6.21,20.0,60.4,86.3,1008,H,E,Medium
d3864f15-a274-4dfe-95cd-672fa0d57761,26/05/2016,0,0,0,--,28.6,31.3,6.8,-29.5,7.8,24.0,59.0,100.0,1005,Very High,SW,High
f8c3f862-e830-41a8-a9c2-fe004a6f5fdd,27/05/2016,0,0,0,0,30,32.8,9.7,37.4,7.16,26.0,60.3,87.9,1007,High,NW,Medium
b0593798-523c-43c5-a110-c0c77ef9370a,28/05/2016,-,20.2,21.2,29.8,29,31.9,7.9,29.2,4.91,83.0,59.7,100.0,1006,Very High,SW,High
bf79e637-4171-42ad-92a0-5695ca763e27,29/05/2016,0,0,0,0,29.7,32.2,6.1,22.7,8.57,27.0,59.599999999999994,100.0,1007,Very High,N.,Medium
b12cfca1-23dc-4ada-afda-3a30a691901f,30/05/2016,11,8.6,9,10,27.9,31.9,6.1,33.5,6.36,56.0,59.099999999999994,100.0,1006,Very High,E,Low
d0aa9fb1-e6c6-47eb-804b-9222ff6d9c79,31/05/2016,0,0,0,0,-,32.5,7.2,27,8.17,18.0,58.7,80.6,1006,high,N,High
f7825ac7-0e4f-404e-acac-9f3c7522f45c,01/06/2016,0.8,0.4,0.4,0.4,28,32.2,6.5,32.8,7.48,18.0,59.5,99.7,1016,Low,NW,Medium
1534a348-58aa-497f-b2a0-75d57ca4f34c,02/06/2016,--,0,0,0,28.7,32,-,29.9,7.83,20.0,59.5,100.0,1003,Very High,NW,Low
91c124e4-3faf-4090-83e3-240190ab37b0,03/06/2016,0,0,--,0,28.7,32.5,7.6,45.4,6.33,34.0,59.599999999999994,99.5,1015,Very High,NE,Medium
8df6922f-d081-477f-a624-8cce1c2ea58d,04/06/2016,3.8,-,2.2,2.2,26.9,27.8,5.4,27,7.32,29.0,58.5,100.0,1010,High,W,Low
5ffbdc4e-6854-4c09-bc78-3b678a77bf95,05/06/2016,0,-,0,0,-,-,6.8,24.8,8.33,11.0,60.099999999999994,100.0,1004,Very High,E,High
27dac454-8a32-4a30-bd83-f3ae9fc3413b,06/06/2016,0,0,0,0,29.7,32.5,8.6,-,7.77,16.0,60.0,100.0,1009,Very High,N,Medium
2db3a22e-d4b4-4268-bd0e-8d0f6de9b082,07/06/2016,0,0,-,0,29.9,32.7,9.7,41.8,6.71,25.0,59.8,100.0,1007,Very High,E,Medium
606be01a-0314-4e4c-96b3-7af659d17fd8,08/06/2016,3.8,3,3.6,3.8,28,31,5.4,43.2,6.02,30.0,59.3,100.0,1009,LOW,NW,Medium
11d82ac9-5e9d-4f98-b528-718143f7d979,09/06/2016,-,0.4,0.6,0.6,28.5,32,5,27,8.06,27.0,59.8,91.9,1012,High,E,High
3c363dbe-4770-49dd-81bb-1ca63d8006c1,10/06/2016,--,--,0,--,28.7,32.2,6.1,30.2,7.82,22.0,59.4,100.0,1007,Very High,S,Medium
25bc30c2-47e9-43bf-bef3-a0874ea0d3d7,11/06/2016,-,--,14.4,15.8,28.1,32,7.6,40.3,5.17,56.0,59.599999999999994,100.0,1006,Very High,SW,Low
069deb9d-0e76-463f-b4d5-16d216eaaf19,12/06/2016,0,0,--,0,28.6,31.6,6.1,32.4,7.54,25.0,59.5,90.7,1003,Moderate,E,Medium
d7032498-1253-4209-ae67-e242a24aa4a4,13/06/2016,7.2,6.2,7.2,7.2,28.7,32,5.8,27.7,7.33,30.0,59.4,100.0,1002,Very High,S,Low
adcdb327-8e2c-40ff-a1a0-aee41fe62b9b,14/06/2016,0.2,0.2,--,--,28.5,32.1,6.8,39.2,6.89,17.0,59.7,100.0,1012,High,W,Medium
37996367-d2b8-46bc-85d0-c6549a150f4a,15/06/2016,34.6,25.2,33.8,34.6,28.5,-,6.8,35.3,3.72,93.0,59.3,100.0,1013,Very High,S,Low
d89f3b48-661a-4420-8add-38663e0683ff,16/06/2016,6.4,4,--,4,28.4,31.2,6.8,32.4,6.86,31.0,59.2,100.0,1012,Extreme,SE,Low
93f7957e-3b0f-464e-bcb1-b80e0b17bb84,17/06/2016,18.4,8.8,8.8,8.8,26.4,30.6,6.8,44.6,4.38,65.0,-59.0,100.0,1011,Very High,SW,Low
d8b10f4e-1321-4f41-ba2f-9d7f5a99996f,18/06/2016,0.4,0.2,0.2,0.2,26.9,29.4,4.3,16.9,8.83,16.0,58.5,100.0,1011,High,NW,Low
f1a7fc43-d781-4ecf-bdc0-71fbf472e3cc,19/06/2016,0,0,0,0,27.7,30.4,5,15.1,9.15,12.0,58.2,100.0,1008,High,NE,High
bc9cf6f5-8a12-44b9-b609-4312c5dd87e5,20/06/2016,0,0,-,0,29,32.9,5.8,26.6,8.25,17.0,58.2,100.0,1008,High,SE,High
63c64745-6851-46fd-8692-66a21ec37fe6,21/06/2016,0,0,0,0,28.9,31.3,4.7,19.4,8.81,23.0,59.3,87.5,1017,High Level,SW,High
fa274499-457d-4f2a-a924-9fff58c58273,22/06/2016,2.2,0.8,1.4,1.8,27.4,--,-,31,7.44,24.0,58.7,100.0,1006,Low,NW,Medium
3d10e241-c47f-44ad-bc1c-610fd3bf25d5,23/06/2016,0,0,0,-,29.2,32.1,9,29.9,7.84,11.0,-59.9,100.0,1012,Very High,W,Medium
1b2d1b12-f037-426b-a0ab-6a9b6203aaab,24/06/2016,67.8,43.8,52.4,56.8,-,29.3,--,50.8,0.0,100.0,58.3,100.0,1013,High,N,Medium
b0f3c6ab-6d5b-4100-bb25-762a72b48e3e,25/06/2016,0,0,0,0,29.1,32,9.7,34.9,7.33,8.0,59.2,96.3,1006,High,NW,Low
e790cd00-bd71-409f-b51c-2524e6a04725,26/06/2016,0.8,0.4,0.6,0.8,28.7,-,8.6,--,7.78,16.0,59.7,98.3,1008,very high,W,Medium
d653337d-dfd6-4498-b257-90409ffe232b,27/06/2016,0,0,0,0,28.9,30.6,7.6,28.1,7.87,23.0,58.9,100.0,1011,Very High,E,Medium
a9bc001c-dfe4-4043-9a31-bbde548170f7,28/06/2016,0,0,--,0,--,32.1,--,28.8,7.95,14.0,58.9,94.3,1003,High,W,Medium
10440e5c-194b-47c6-be35-1ef84ec873a6,29/06/2016,0,0,0,0,30.3,33.4,-,28.4,8.12,16.0,59.5,86.8,1012,High,NW,High
3c18f42c-80d7-42e8-b3ba-11ea692e196f,30/06/2016,0,0,0,0,30,33.1,11.5,25.6,8.37,20.0,60.0,100.0,1008,VH,SW,High
3002207c-ffa3-45ec-86c9-653fbd0de534,01/07/2016,0,0,0,0,29.8,32.7,11.5,33.5,7.54,25.0,60.2,84.8,1012,High,N,Medium
0f49f3a0-12eb-4f48-8aae-cc7dc87cb5cc,02/07/2016,0,0,0,-,29.9,32.2,13,29.9,7.85,15.0,60.099999999999994,90.7,1010,High,N,Medium
d864098e-85f6-42f9-92d3-1863669fe5cf,03/07/2016,0,0,0,0,30.1,33.4,-,32.4,7.72,18.0,60.0,100.0,1007,VH,SE,Medium
307ef5d1-d68b-43bf-a500-f5da0e84b797,04/07/2016,0,0,0,-,30.1,33,13,28.1,8.11,27.0,59.9,96.1,1014,Low,S,High
10664c3d-aecb-4129-9845-b734814e2414,05/07/2016,0,--,0,-,30.1,-,12.6,31,7.84,7.0,60.0,100.0,1013,Very High,SW,Medium
eeb5395c-2347-4c23-8ebd-509670f1426b,06/07/2016,1.2,1.2,1.2,1.2,29.3,31.9,8.3,37.4,6.95,22.0,59.599999999999994,100.0,1012,Very High,SW,Low
e9d6e45e-be68-4ae2-bc89-eabe79a73e62,07/07/2016,0.8,0.8,0.8,0.8,29.4,32.1,9,34.9,7.26,21.0,59.7,92.1,1011,High,SE,Medium
7a0b2d50-d2b0-4bc4-adcf-09158054a0cf,08/07/2016,4.4,4.4,4.4,4.4,29.1,31.8,10.8,-,6.51,34.0,59.3,100.0,1007,Very High,W,Medium
5100177e-7e87-4949-9119-4bc2cc6c6706,09/07/2016,0,0,0,0,29.8,32.9,12.6,32,7.71,21.0,59.2,88.5,1011,High,SW,Medium
e5701968-933b-4fbb-9073-776084101bd6,10/07/2016,0,0,0,0,29.6,32.7,8.3,28.1,8.08,12.0,59.3,88.1,1009,High,SW,Low
5a95e644-8299-4546-a765-a2487b4d377f,11/07/2016,1.4,0.6,0.8,0.8,28.1,-,5.8,44.6,6.04,21.0,59.5,100.0,1013,Moderate,N,High
8351142a-b369-4295-8e49-8a69f6917c4b,12/07/2016,0,0,0,0,29.8,33,9,29.2,8.0,15.0,60.0,100.0,1005,Extreme,E,High
ba6e7633-4afb-478a-910b-fabcdde214ea,13/07/2016,-,0.6,0.6,1.2,28.2,31.2,7.6,41.8,6.44,22.0,58.8,100.0,1005,very high,N,Medium
5bbefc87-fb8b-40f4-bc09-7c24755409f0,14/07/2016,0.8,0.4,0.8,0.8,--,--,6.1,34.9,7.09,19.0,58.8,94.4,1017,High,NORTHEAST,Medium
3e2fae06-9eef-4a40-b503-ba3d0e4dd787,15/07/2016,0.4,0.2,-,0.4,27.4,30.9,5.4,--,6.96,18.0,58.7,98.4,1010,Very Low,E,Medium
c7d182b8-0faa-45ec-9591-10a561aa2498,16/07/2016,1.6,--,-,1.6,28.4,33.4,6.1,25.2,8.28,20.0,58.7,100.0,1015,High,W,High
54d61c24-7a9a-49e4-9516-4db726857b24,17/07/2016,0.4,0.2,0.2,0.2,27.7,33.2,5.4,32.4,7.66,20.0,58.2,98.6,1007,High,NE,Medium
adcd7e2e-f044-4f3d-ab76-ddc6a7a20bf5,18/07/2016,44,20.2,31,42.4,27.3,32.5,5.4,23.8,4.09,100.0,59.099999999999994,100.0,1009,very low,NW,Low
3328a1ed-349a-433d-aa40-5c2156adc715,19/07/2016,0.4,0.4,0.4,0.4,28,-,8.3,38.2,7.09,14.0,58.5,84.4,1012,High,SE,Medium
a4637c96-c915-45a0-bff4-45c2254490a4,20/07/2016,11.8,6.6,8.4,10.4,-,30.1,6.1,27.4,6.71,40.0,-58.9,100.0,1008,Very High,N,Low
99d85c2d-763e-4bd0-8873-9e0bb1a3dd87,21/07/2016,-,33.6,39.8,53.8,-,30.5,5.8,-28.1,1.92,100.0,58.9,100.0,1006,Very High,N,Medium
269e39e3-b60d-455f-8162-486c9f9a08e4,22/07/2016,28.8,23.6,--,25.2,26,30,6.5,29.5,4.79,82.0,58.3,100.0,1006,High,E,Low
97a68072-b49f-454c-a965-7f057ebc9b04,23/07/2016,4.8,4.6,4.6,4.6,-,30.8,8.3,31.7,7.05,32.0,58.7,100.0,1011,LOW,N,Medium
1b348e83-a24c-43e1-8bb7-7e5dacf7016c,24/07/2016,--,0.4,0.6,0.8,27.4,-,5.4,27.7,7.87,11.0,58.5,100.0,1014,High,S,Medium
fc85d279-04d8-4493-bc95-b0787d37aa59,25/07/2016,0.2,-,0.2,0.2,27.5,28.8,6.1,24.5,8.03,19.0,58.0,100.0,1006,High,NE,High
bf1becfb-376b-4ff5-a6f8-d5032b4bfe7d,26/07/2016,1.6,0.6,1.2,1.4,26.5,-,5.4,42.5,6.15,33.0,58.2,98.1,1003,High,NORTHWEST,Low
62c76053-2a87-49a2-b637-ee170deb7b9c,27/07/2016,0,0,0,0,28.4,31.9,7.2,--,8.29,26.0,59.4,100.0,1009,very high,E,High
9d4bbd64-f66a-48fb-bd44-dd7a077f20cf,28/07/2016,-,0,--,0,28.6,31,8.3,52.6,5.46,18.0,58.8,83.9,1013,High,W,Medium
68e53c1c-b245-4f7c-838c-cd27e8900f73,29/07/2016,0,-,0,0,28.7,31.9,6.8,29.5,7.86,20.0,-58.7,97.0,1010,High,W,Medium
e3bea22c-15f3-4b15-947d-4dce20f08a16,30/07/2016,-,0.6,0.6,0.6,28.9,31,--,30.6,7.6,26.0,59.2,96.7,1013,High,NW,Medium
c1491ea1-11fe-4e90-b478-925dffd7e50b,31/07/2016,4,3.4,4,4,27.6,31.8,5.4,25.6,7.84,19.0,59.0,100.0,1010,VH,SW,Medium
38fbeaa4-2854-4e37-a952-aa7f2ed91614,01/08/2016,22.2,21.6,22.2,22.2,27.4,30.8,5.8,34.6,5.02,65.0,58.599999999999994,100.0,1008,High,NW,Low
2745b940-2bb4-4758-b652-4400a0b134ae,02/08/2016,0,0,0,-,29.1,32.4,8.3,30.2,7.84,22.0,58.599999999999994,100.0,1010,High,S,Medium
1dddb786-6c04-471c-9d27-7645e1820d42,03/08/2016,7,4.4,6.2,6.6,27.5,30.1,8.3,65.2,3.41,40.0,-58.5,100.0,1005,High Level,W,Low
3097925b-4fce-48da-aa5c-e28266e6df87,04/08/2016,0,--,0,0,--,30.4,8.3,-,7.82,20.0,58.4,100.0,1011,High Level,NE,Medium
1dc00add-a686-482b-873e-49b80084c023,05/08/2016,0.2,0.2,0.2,0.2,29.5,32.7,10.4,29.2,7.95,14.0,58.9,90.7,1008,High,SE,Medium
e2542679-f7d4-4ec4-b033-f2218206e709,06/08/2016,4.6,3.8,4.2,4.6,28.3,32.1,7.2,-,7.31,20.0,59.4,100.0,1007,Moderate,WEST,Medium
d03bd844-79e6-4c37-95ce-7db9a9a890c6,07/08/2016,0,0,0,0,29.4,32,9.7,--,7.62,22.0,59.7,96.3,1009,Very High,E,Medium
2091523d-1b46-4c9f-9111-7149214a3282,08/08/2016,0,0,-,0,29.6,32.7,7.6,-,8.73,10.0,59.2,100.0,1013,Very High,NW,High
3f63012a-3bee-4277-942b-044f9e92e4a5,09/08/2016,0,0,0,0,29,32.2,8.6,31,7.74,21.0,59.8,100.0,1013,Very High,SE,Medium
6b52107c-0056-4e0d-ab44-e59e665b429b,10/08/2016,0,0,0,0,29.7,32.8,7.9,27.7,8.13,21.0,59.2,98.4,1007,very high,W,High
fd9b02a0-08fb-4323-a36f-ef3ee8325cd0,11/08/2016,3.6,3.6,3.6,3.6,29.2,31.1,7.2,31.3,7.24,22.0,59.5,100.0,1006,very high,E,Medium
ff2a74e1-38b3-4f78-913d-c5151685d20b,12/08/2016,-,3.4,--,3.4,29,31.1,--,39.2,6.47,24.0,59.0,100.0,1013,Moderate,E,Medium
f63f18ae-c40d-4b14-8719-ea1a85a31fbd,13/08/2016,0,0,0,0,29.4,32.1,6.5,30.6,7.77,16.0,59.2,100.0,1012,Very High,S,Medium
6b05a35e-2bac-4abe-abe7-7b7e139a3f54,14/08/2016,0.2,0.2,0.2,0.2,28.7,32.9,7.2,34.2,7.47,21.0,58.4,96.7,1013,High Level,S,Medium
c3a06585-7b5e-41e6-8926-f5291bd8e1c6,15/08/2016,0,0,0,0,29.3,32.3,10.8,32.4,7.61,18.0,59.099999999999994,100.0,1012,Very High,N,Medium
f23aab26-3c1f-4cc7-9a80-caccb2f3c3bf,16/08/2016,0,0,0,0,29.6,32.3,11.2,32,7.65,15.0,59.3,100.0,1006,Extreme,N,Medium
5bcca702-897d-41a6-86ad-f57f1b054366,17/08/2016,2.2,1.6,1.6,2.2,29.3,32.7,12.2,--,7.0,26.0,60.0,100.0,1009,Very High,E,Medium
872cf88c-7b30-4e83-a954-773807c5158a,18/08/2016,-,0,0,0,-,32.7,13.3,42.8,6.61,12.0,59.8,100.0,1012,Very High,W,Medium
ded39e56-7318-4c7e-b4c3-eee872309140,19/08/2016,11.2,7.8,9.2,10.8,28.3,31.4,9.7,46.1,5.03,49.0,58.9,100.0,1016,High,SE,Low
6b90b04d-8a18-41ac-8558-2c883257dcb1,20/08/2016,0,--,0,0,29.6,31.9,11.9,29.2,7.89,17.0,59.4,95.3,1007,High,SOUTHEAST,Medium
09586018-7eed-43f3-8a0a-03644610fbf4,21/08/2016,30.6,23.2,29.8,30.6,27.8,29.1,9,32.4,4.23,89.0,59.3,100.0,1013,High,northeast,Low
9af70479-315c-4a7a-a8ec-46aff366df94,22/08/2016,--,-,0.2,0.2,29.2,31.7,6.1,27.4,8.03,29.0,59.4,100.0,1012,VH,NORTHEAST,High
1f97fc3c-4649-45a8-adc4-0a14a616fbb3,23/08/2016,18.2,17.4,18.2,18.2,29.2,32.4,6.5,--,6.05,65.0,59.5,100.0,1004,Very High,SW,Low
0b70d1be-c410-42c2-a7ba-1be20dfa5320,24/08/2016,13.4,6.4,10.4,12.6,27.7,30.7,8.3,38.2,5.53,58.0,59.0,100.0,1015,Very High,SE,Medium
ce719362-99b7-4b29-a482-3dbb4ce63ab3,25/08/2016,0,0,0,0,-,32.2,9.4,31,7.74,28.0,58.3,100.0,1008,High,E,Medium
8801fa2c-76c1-4411-80d0-9060e59d5beb,26/08/2016,0,0,0,-,29.4,33.8,7.2,37.4,7.26,13.0,58.3,90.7,1013,High,SE,Medium
54c299d1-a67a-48db-9ed7-e29500e36e83,27/08/2016,0,0,--,0,29.4,--,5.8,26.6,8.29,21.0,59.3,91.4,1011,Low,S,High
1cde4026-2991-4869-951d-2b6e2863d1d9,28/08/2016,0,0,-,0,28.8,31.9,5.4,27,8.11,14.0,58.4,100.0,1010,H,S,Low
ce6b458f-bd0d-4cc8-8822-d0dd06eb1105,29/08/2016,10.6,10.2,10.2,10.2,28.9,32,10.4,-42.1,5.55,42.0,59.599999999999994,100.0,1012,Very High,E,Low
065728f1-9fd0-4160-a3f2-665449999731,30/08/2016,11.6,5.6,5.8,6,27.4,-,-,34.6,5.92,44.0,59.0,100.0,1009,VH,E,Low
efbc1643-16bb-4c04-94e6-d79c7fc64202,31/08/2016,0,-,0.2,0.2,28.3,32,6.1,41.8,6.64,17.0,59.3,100.0,1012,Very High,N,Medium
7cb1868d-05c5-4c3b-bb3c-7e326a38d800,01/09/2016,3.6,3.2,3.4,3.6,27.1,31.6,5,34.6,6.96,24.0,58.9,100.0,1007,Very High,NE,Medium
253de659-d3b3-4141-b527-abc64c1bb7e1,02/09/2016,--,0,0,0,28.5,31.6,6.5,24.1,8.37,16.0,58.099999999999994,87.8,1005,High,W,High
04913aa1-de69-4625-a84e-cac057e79654,03/09/2016,0,--,0,0,29.1,32.3,6.8,23,8.55,13.0,58.9,90.0,1009,LOW,S,High
a08484fd-926e-4cdf-9ff8-53fd3de0f7b0,04/09/2016,1.8,--,1.8,1.8,28.7,33,-,35.3,7.21,26.0,59.099999999999994,89.2,1014,high,W,Medium
