data_ref,date,pm25_north,pm25_south,pm25_east,pm25_west,pm25_central,psi_north,psi_south,psi_east,psi_west,psi_central
e0777f9c-45da-49fd-86a0-0043a41cce3f,07/10/2017,21,--,24,22,-,64,61,-,60,61
f36458eb-1036-4586-b051-fc206449c3f4,08/10/2017,16,18,17,12,17,56,59,60,51,57
4acf52a1-deb9-444b-a62d-7adf96ce1270,09/10/2017,10,18,18,8,9,57,60,61,49,57
30b32551-01b7-4bef-a8b0-57f47b2de865,10/10/2017,12,9,9,-,8,43,49,50,28,36
ba9942ea-44f5-423f-8f24-8c30e215ae12,11/10/2017,8,9,9,6,9,40,38,38,--,--
529761a1-8d17-4b16-9792-1690fb06f42a,13/10/2017,15,9,11,10,11,53,49,49,41,--
f1518746-499d-44d6-bca0-6f09bd012cf0,14/10/2017,12,12,12,11,9,52,-,52,--,43
6d805fe8-6ae8-48dd-b05a-24badf68173e,15/10/2017,24,25,30,15,25,65,65,69,56,64
cb302708-d666-495b-a003-20fe2c242f33,16/10/2017,-,15,17,14,16,59,56,58,55,55
44488044-11e3-40f8-85da-bf7414926eef,17/10/2017,15,16,17,14,16,56,58,58,52,56
796171a6-363f-445c-90b3-58b23d312715,18/10/2017,18,14,18,19,15,56,55,55,61,55
e1e45211-664f-4a91-b812-d61fe16e8c1e,19/10/2017,23,22,23,18,19,63,--,65,58,59
7901f8df-fb8e-431d-b204-299b481e38d5,20/10/2017,25,32,33,25,29,68,74,75,67,73
77b5dd2a-c7d1-4753-867a-1561c7e3dc4c,21/10/2017,30,17,26,28,20,69,63,66,68,63
c810c181-e3a1-4657-b819-cc26c7cff545,22/10/2017,26,27,23,22,24,74,72,70,-,71
63299ffd-0a3c-4292-bcf0-15eb813318e8,23/10/2017,23,22,--,17,22,66,63,64,56,62
459d5e25-35bd-4563-a808-20212131d2f7,24/10/2017,28,36,30,32,31,69,68,70,66,67
89eb8cbd-b2e6-439b-a8fb-af4204dc5b11,25/10/2017,25,35,28,28,30,68,76,71,70,73
ef2f8a30-36c8-49a0-a4fb-d5db9b9f7fe5,27/10/2017,25,26,27,16,24,65,72,72,59,72
8671cf1c-39a1-4432-8f1f-1d049010f1ab,28/10/2017,16,19,19,16,16,61,59,63,54,59
a5748456-9de3-40b1-91ca-fb07a375d8df,29/10/2017,12,13,12,7,12,52,55,54,41,54
70b58055-c659-4431-a8db-9f2c3e390934,30/10/2017,-,9,9,7,9,47,49,54,32,50
5bb3fd8a-48f6-4e24-9254-f106cab4257a,31/10/2017,12,11,13,7,11,36,39,41,31,--
7f630fcb-952a-4c12-92d3-9f9c98879c85,01/11/2017,25,27,23,17,22,64,62,62,59,60
4ad10a2e-202f-4f89-9aa8-57b3de3b4bfc,02/11/2017,17,14,21,11,18,--,--,64,52,59
d8790651-d5f3-4910-94ac-bca462551c46,03/11/2017,13,10,--,8,-,56,57,61,51,57
61010ed3-2daf-429d-ad7c-aad2a73db387,04/11/2017,14,18,11,6,--,52,53,51,35,44
63f91c7b-c4f3-4fef-b0c1-43e98d0e3204,05/11/2017,12,7,13,8,9,52,53,50,-,43
7b5a0c5a-114a-4dc0-9164-e47d333d004c,06/11/2017,14,13,14,8,15,50,42,46,41,40
2931ee47-6963-4ca2-a716-f3b54733f907,07/11/2017,14,13,16,10,13,53,56,57,46,56
5c7bf06d-e400-4d1c-a339-4284bcd50198,08/11/2017,6,6,7,4,4,52,59,54,42,55
a7f7747a-039b-4521-b9ca-1f902c684105,09/11/2017,16,-,18,7,12,54,44,54,33,42
9e03432e-383d-4509-b1b5-3f27310dec52,10/11/2017,10,9,11,5,8,43,42,53,36,36
978a32b3-6515-4034-9347-351f72e406f6,11/11/2017,14,14,18,7,15,49,46,-,-,47
9012dbe1-98cb-49da-922e-0d752e8ae31c,12/11/2017,14,--,14,9,-,56,56,58,35,55
bb701422-3694-4670-be72-1cd42516ddcc,13/11/2017,14,9,18,10,11,51,--,52,40,36
1d0beff3-5d06-4e4f-b1f3-966519395be1,14/11/2017,9,6,11,8,5,58,56,60,52,58
05db98e6-0ecc-47df-9c0a-52f5834d1489,15/11/2017,17,12,20,9,14,51,37,52,44,39
985a0075-3f4f-4714-805a-d250b466eece,16/11/2017,23,27,25,20,24,61,64,70,57,--
b502ed9c-c6d2-47b5-a8cc-ae41c76ad657,17/11/2017,14,14,13,-,-,55,55,55,56,54
8845802e-9797-43b6-828f-5d40955ae534,18/11/2017,16,13,16,10,10,--,55,55,51,52
0b85a142-8bf9-4f29-aeab-969d45889c05,19/11/2017,14,9,15,10,10,55,49,55,44,50
c76ff606-4d8a-4744-8b91-304eee0db9df,20/11/2017,19,15,19,13,15,57,54,57,52,53
2fb256e9-d296-40ac-b9f8-700b32ddd177,21/11/2017,21,--,19,14,--,59,55,57,52,--
1ed53622-004a-482b-8b8e-ca285f336091,22/11/2017,14,15,-,16,16,58,57,65,-,56
bdfb26b8-1048-483a-801b-b98028c5011d,23/11/2017,8,7,11,--,8,52,51,52,52,47
08499c74-22c2-4506-b53e-45dd8c279383,24/11/2017,8,5,9,6,4,34,25,39,28,23
fec87e76-c9df-4dd2-bef8-1ef6954d6aa8,25/11/2017,7,8,10,7,6,29,29,48,32,27
53c3c8b6-c1d4-4c3f-9522-3fdfaa5d3ed0,26/11/2017,10,8,10,6,10,39,36,44,32,36
58707945-1a63-4a3b-8024-91b4b119bd93,27/11/2017,8,6,9,5,6,37,31,--,27,33
92ce064f-de71-4725-a508-7046006032dc,28/11/2017,10,-,12,8,7,38,29,41,-,30
025108f9-5658-4f76-81ae-7661d7f85a5b,29/11/2017,9,6,9,--,6,50,33,44,--,36
3ded966e-b33b-475d-b690-1af5bfd108f0,30/11/2017,6,5,7,5,4,29,27,--,31,25
22ebbc62-9054-4457-b67e-04c324551144,01/12/2017,8,8,10,-,8,44,41,46,40,34
2738001f-f425-4c48-9cd3-35d0da8e5c3f,02/12/2017,8,9,17,6,9,35,33,53,32,-
5c18d62b-3d79-47aa-b817-993b8aba6997,03/12/2017,9,10,10,5,9,41,-,53,33,49
02a87cd1-fa91-462a-875b-f40704e80eaa,04/12/2017,10,13,13,13,11,45,51,54,37,-
69dc389b-502c-4a64-a104-ada76891d8e9,05/12/2017,13,19,17,19,19,54,62,58,61,54
e2069928-20c2-484e-80ea-586eb62036b2,06/12/2017,11,11,-,11,--,54,57,56,57,55
9464a0fe-c4ac-4601-860e-53b635ebfc27,07/12/2017,7,7,13,8,7,-,55,54,--,53
d32e2615-a2e4-4871-b317-0d5b43b165c1,08/12/2017,6,6,-,4,6,36,40,53,38,39
18e72d80-ed37-4d55-a14d-c332ceee788a,09/12/2017,10,7,11,7,10,29,23,36,30,24
9df83975-4920-459d-aad2-944085340ed2,11/12/2017,17,15,17,16,15,56,56,57,56,57
c730a06e-54a5-4c7e-b946-b05e95332f19,12/12/2017,16,-,23,14,15,57,54,62,55,55
8d6affd7-74b0-4af9-aa7f-f0d171da5183,13/12/2017,14,13,21,16,15,56,53,61,54,--
bd979ce1-00f7-4ce4-8805-1f15665b2464,14/12/2017,18,--,21,17,14,55,52,-,55,53
3f645af2-aae9-420d-971c-99161f203bd1,15/12/2017,18,15,18,15,15,61,--,--,57,60
ddc679ab-b0b5-4d5c-9774-85680d5bd97d,16/12/2017,22,14,14,13,14,59,55,54,54,54
ede8a573-7024-4c5d-a9fa-d406467886a4,17/12/2017,13,11,11,8,10,55,--,53,52,52
d04809e2-1779-4184-ad53-de6895cef3d8,18/12/2017,19,13,15,10,-,57,49,51,43,51
6327496f-e706-45c5-ae1c-3bec23fe7957,19/12/2017,17,10,-,11,12,59,53,52,47,54
432d3d9d-c041-48b7-81cb-0be5b85093f4,20/12/2017,22,15,16,11,17,58,52,54,52,53
9907c770-113d-4abe-91ae-492471f69dd3,21/12/2017,--,16,18,12,18,--,56,58,53,57
16de7187-b72c-4f11-ab09-bde18e06ec87,22/12/2017,18,16,18,12,16,--,56,58,52,56
17a4dce5-c604-4f97-a93d-cbb599e8948e,23/12/2017,10,6,12,6,8,45,41,51,43,42
19f6b149-7236-4aed-89e9-45b3c78dafc4,24/12/2017,5,5,-,4,5,37,36,-,39,35
dc3d214b-502b-4d8c-875e-250be814a641,25/12/2017,9,9,12,8,9,37,33,42,38,29
14e4e56c-d9aa-48d0-a695-ad525684685b,26/12/2017,7,4,14,5,6,32,38,49,32,35
a5715eb8-6e17-4699-ba0d-28a04ad93a0d,27/12/2017,7,11,12,--,11,34,43,53,29,38
d25a426b-3710-4395-aea7-8659e4d335d4,28/12/2017,8,8,9,5,7,32,41,43,30,44
5340442f-d4c9-41fe-b013-65711c0cd160,29/12/2017,10,10,12,7,11,40,45,51,-,50
2b27a04e-e6a7-4fb8-a8da-082d2546a988,30/12/2017,9,9,11,7,11,-,41,--,33,45
2cdfafb6-5f82-4927-9558-ae9c7ddb6ecf,31/12/2017,8,6,9,4,7,39,41,48,30,44
b3b0804f-ae66-4fc3-b8a0-5284680e1b86,01/01/2018,5,4,7,3,--,26,20,--,18,19
a04ae42f-b738-4d04-acd6-0f0eebd3a204,02/01/2018,--,5,6,5,5,26,--,24,21,19
95b3edfe-0e77-4c30-b7c4-776410425e06,03/01/2018,12,11,11,7,--,51,42,44,32,38
1d01ea37-f074-49c9-97de-dcd4ff661031,04/01/2018,-,7,9,8,10,47,43,42,38,46
8732bcb9-22a4-4df9-9192-09988f5b5344,05/01/2018,13,9,17,7,10,46,40,46,-,49
ae8f1012-1aab-4f79-be4a-118f80b6c642,06/01/2018,15,19,16,18,14,55,53,55,51,52
b9256898-4a95-4376-84b6-bf4502c74bca,07/01/2018,20,10,14,12,14,61,--,55,59,54
027d128d-1cb1-4f43-b2db-35b69faaff5d,08/01/2018,15,9,11,13,10,56,38,48,52,48
e28577f3-4de6-4469-abe6-a52b8a2db908,09/01/2018,13,11,13,11,10,52,49,52,52,52
05bd9134-75ba-4059-bd06-d99f54fc9ee5,10/01/2018,-,9,13,7,7,52,49,--,44,46
72adbee8-8332-4633-bc7e-13e424bb7646,11/01/2018,8,4,7,4,-,37,24,34,21,25
c5b1c782-3759-4a7e-83bf-d4eff64bb84c,12/01/2018,--,3,4,3,--,29,16,25,18,20
4a7799a2-0074-4cc7-a140-6f63e7b950e4,13/01/2018,8,6,7,3,4,26,18,22,20,17
380c1053-7c11-490a-a88c-7a10d0fd1c05,14/01/2018,6,5,8,4,6,37,27,35,28,25
a2a9b5f9-634a-405e-b4fe-9934e2844532,15/01/2018,9,5,9,6,9,33,27,-,23,27
58a78939-b408-4209-b9a4-b31450b487cd,16/01/2018,11,9,11,9,9,41,30,44,--,38
581d9c99-0706-4784-a586-81d20aa36c1d,17/01/2018,9,9,10,7,9,40,37,43,35,38
ab8957e4-bcf7-4567-8dc0-de9b20a7ff90,18/01/2018,-,10,12,-,11,40,37,47,38,43
0be26e59-2a75-4e7e-9c4c-9edae63849e4,19/01/2018,14,12,16,9,12,52,49,55,38,52
a63e8d05-c47b-476b-b3a5-06ff876a67f8,20/01/2018,-,10,14,6,10,53,51,55,40,51
0caf52b1-2496-4891-91e9-d6f7893f1489,21/01/2018,10,9,13,7,6,51,51,54,39,--
1dd8cd15-18f7-408a-a054-8791b976d9c3,22/01/2018,--,7,11,6,9,41,34,50,28,27
51e7799f-f068-485c-b75e-487b15cd0f92,23/01/2018,10,9,13,7,8,51,40,51,36,44
c3161729-d341-4016-a3d1-8caaa6d555eb,24/01/2018,10,6,10,6,7,42,38,50,32,35
4d7dae55-941d-4970-8371-25c8a266a642,25/01/2018,12,8,10,7,8,42,39,41,31,33
ad44fbcc-5a30-4449-9e4f-e222cbbdfc1e,26/01/2018,13,9,10,8,13,55,45,49,35,52
52b2dac8-1e9c-4460-890e-9435a6d95412,27/01/2018,10,5,-,7,13,46,36,50,41,52
69e54388-b4a7-442f-925f-e4644caa1884,28/01/2018,10,--,10,9,10,40,40,--,36,47
bd2ad753-ffd9-428c-ac6f-24e20295ba2c,29/01/2018,11,6,12,6,14,46,37,50,35,51
2403edff-c581-4762-a496-7cebe3c95e83,30/01/2018,--,11,14,16,13,53,39,53,43,55
8588c0e8-b5fe-4db9-b9e4-5333800c15bf,31/01/2018,15,--,13,15,15,57,52,53,56,56
34c63248-ac86-4814-ba91-faf03ae7368a,01/02/2018,-,8,10,8,10,50,47,--,53,52
d7cad9ef-c6ed-41ee-a1f8-92a674e2c91c,02/02/2018,9,9,7,6,12,39,40,38,29,53
392a81fa-3dd9-4a7e-be1b-b2545f7920d5,03/02/2018,14,14,14,9,14,47,--,41,29,50
b5983694-eafe-42e5-91a5-b0abcefd28fe,04/02/2018,14,18,16,11,18,53,57,55,45,58
46127325-527d-409a-bdb2-036c60fec481,05/02/2018,15,18,14,11,18,54,-,54,52,56
6708d456-b20f-44af-955b-d8a7fea2b45d,06/02/2018,16,16,15,12,18,55,55,53,51,57
a9bb8def-f48d-42c6-ab99-39b0e8a6c74e,07/02/2018,14,17,14,-,19,56,57,55,53,59
8aaa71c5-1ae0-4a0c-85f2-4e962871935a,08/02/2018,18,20,18,18,22,56,57,56,55,61
bffed453-8890-4e9d-a229-7eaeffeabe81,09/02/2018,-,29,22,24,27,64,68,64,61,68
92aa56f6-16c2-4c13-a60e-4f6b12c14ed8,10/02/2018,-,23,19,17,27,62,67,64,-,67
e48f3c19-c553-4a41-84f0-c3f2c7212402,11/02/2018,24,31,--,19,26,60,63,59,-,65
3f4a145c-1a2b-437d-ac5c-d72a69d82a79,12/02/2018,21,15,-,-,21,65,71,67,62,70
5b8b2c7a-5788-486a-9eaf-3eb8afb3fdff,13/02/2018,13,14,10,11,14,53,56,52,52,57
03df167d-76b3-41ab-afc7-c06311c2a59b,14/02/2018,--,16,-,12,17,47,53,45,43,54
6a40b862-afd0-4fd6-93aa-3c44bb43bc7c,15/02/2018,18,20,--,18,20,56,58,56,57,59
346219bd-0e89-4543-8bfd-17f32f7de823,16/02/2018,18,25,19,22,25,59,63,57,60,63
2fae8344-4a56-46af-a1c6-3e1fe69a389d,17/02/2018,17,19,17,15,19,60,63,55,61,63
f605c5b5-dc08-4c7b-82f5-7f2c8a5d993a,18/02/2018,23,29,25,21,29,61,65,61,60,65
50075858-9570-4e1f-8eea-269a59dace0c,19/02/2018,13,22,--,13,22,61,65,60,60,65
1c30f2c6-0a02-4280-b877-fbc2793989bc,20/02/2018,12,15,11,13,15,47,55,47,48,55
f5149226-078a-4131-b045-e1f449048560,21/02/2018,13,17,-,14,17,53,56,52,53,57
637b920e-12dd-4a7f-9569-4bad8e8e83e4,22/02/2018,11,15,11,12,14,51,56,44,53,55
832ec8db-5d4a-43f8-9612-3f13634fb3bc,23/02/2018,12,14,9,9,14,51,53,41,49,--
be09cd72-3166-4e4f-8f57-15c40785a6bb,24/02/2018,-,6,-,5,6,52,55,37,38,52
a680c1cc-380c-4701-891f-35ab9fe1e12d,25/02/2018,12,14,12,6,15,48,-,34,26,40
43889a8c-d6d5-4136-8b87-c3e39ca8a4b5,26/02/2018,14,16,13,10,18,--,55,52,36,54
2c2d730b-d396-40fc-bdbd-8a89852df1a4,27/02/2018,13,16,14,--,13,56,57,54,51,-
389781a5-a884-4280-945d-4663aece2a67,28/02/2018,15,15,11,13,9,53,56,52,-,48
089e1e0f-ed6c-4992-b479-1c4fbfa7a53c,01/03/2018,10,12,9,10,11,48,55,43,53,47
1ea5f8b3-fb6a-4474-a392-75592f4a40aa,02/03/2018,9,13,8,-,9,39,48,-,48,37
58cc044d-7a79-4395-9a8a-ade007892d54,03/03/2018,10,15,5,-,8,38,53,31,37,39
aec39889-aac9-4515-9475-9500463616d8,04/03/2018,13,12,-,15,12,54,--,37,55,43
e6b8e244-61c1-4347-9249-8ec575ee4ff4,05/03/2018,9,11,9,7,11,43,52,35,-,42
dd45cc6e-e3fd-4b80-ba5d-c6f4d38ce691,06/03/2018,15,15,15,11,13,54,52,54,36,53
17489956-dbc8-40e6-a00c-3cabdb13f22e,07/03/2018,9,8,9,10,7,51,53,48,46,48
368a0b67-6a00-4ae2-8da8-5142945a3bc0,08/03/2018,12,11,8,10,10,44,42,36,40,39
14a4616a-a749-4bc8-944f-19534ebeb8b5,09/03/2018,11,12,12,12,12,51,49,45,-,51
0bb496d9-13a2-459b-be01-23d7cdc09fec,10/03/2018,11,14,12,12,12,41,51,46,-,44
70ef6ad3-17ce-416c-92da-234df8fc71ae,11/03/2018,14,17,15,12,14,53,57,53,52,53
b91ce41f-1858-4690-8696-cbdd2278b8ec,12/03/2018,17,17,15,12,-,55,56,55,52,55
ff196d62-193f-40a2-bde8-37f23a9adedd,13/03/2018,15,15,--,17,13,57,55,56,55,56
796decb9-5b50-4c19-b807-108c5ff594f0,14/03/2018,16,17,14,11,13,54,--,54,52,53
46619252-7dc8-4ee6-8ed8-0eb72b677f92,15/03/2018,17,15,14,-,--,-,--,53,51,55
3f3bf770-9cf5-46bc-8b01-73fbe7c9f160,16/03/2018,17,17,12,10,11,56,56,-,56,50
a36d9943-7e2b-438d-99ff-9316c1ea3cac,17/03/2018,14,13,9,10,10,55,56,47,48,42
8f93b7c7-c645-4bd3-8ffb-4a964af10f79,18/03/2018,10,--,10,8,10,52,52,41,-,44
655decda-2cba-41b9-8053-fd9c7b997f4e,19/03/2018,11,10,-,9,11,43,43,40,--,44
371ea16b-0aa9-42f1-a83d-b2958e7f7f54,20/03/2018,--,15,13,11,10,52,53,46,51,44
8e3eae91-b0ad-45db-8449-4fcd11702413,21/03/2018,-,25,27,16,24,60,62,60,56,58
6fc49a5b-d5a2-4cfa-ae93-fc88c07ab47f,22/03/2018,12,12,9,11,10,56,55,58,54,55
227fadc1-3807-41fd-83c4-176bbc41defa,23/03/2018,16,9,9,11,12,56,46,42,51,-
a42f78ad-68d5-4c66-aace-17921aed4471,24/03/2018,15,15,14,10,14,55,54,50,39,48
892077be-0523-4e43-9345-7f62ecbab3e0,25/03/2018,18,15,11,16,15,59,55,55,55,55
cdd4ab92-7e8f-4ff6-b535-534b8731f02d,26/03/2018,10,11,13,9,10,51,--,-,51,47
0752daae-dcff-4d54-844c-fe3fb184ee9f,28/03/2018,12,19,11,10,11,44,52,46,-,42
ccc7085f-b522-463a-9717-77c7eeb44da7,29/03/2018,-,--,--,16,14,52,62,54,49,53
35680c89-8a82-43c8-8a59-4e4afcf1fe69,30/03/2018,16,19,14,8,12,53,60,55,52,58
7a4bc959-bc29-4ade-978d-4a0f54c4494a,31/03/2018,19,26,25,15,20,60,65,68,57,64
777f21ad-bf38-46ab-8e79-f6860db5e4ab,01/04/2018,26,35,29,24,24,61,73,69,56,64
f9e62b60-7313-4642-a64e-58655a32907c,02/04/2018,24,28,25,19,25,65,69,--,62,--
b44ed164-f0bc-4819-ae8d-df5e8a0aa417,03/04/2018,22,26,21,17,17,62,66,61,57,-
00352582-da85-4794-964e-1d35b06d3fa3,04/04/2018,23,25,22,-,19,62,67,61,57,58
17cf6062-3b24-4619-b27c-8678e4bc51b2,05/04/2018,18,19,15,15,14,59,63,--,56,56
33d6fabd-4dbe-4faf-a59d-4b76c57cfd18,06/04/2018,17,20,18,14,18,--,61,57,-,-
b474ce58-acc3-4f1f-91bf-f8700dcb827b,07/04/2018,16,20,--,13,14,55,61,56,52,-
e49369d8-1e8f-45d6-9f11-d2ffde082dd3,08/04/2018,15,20,14,11,15,54,-,-,53,54
20a73b02-45aa-4825-bd91-bf6bad7a2399,09/04/2018,-,16,12,12,15,-,55,49,47,53
f617efa0-5ca0-4383-8a00-f4462343a150,10/04/2018,15,16,15,13,15,56,56,53,-,54
fb61faed-9130-4df3-bd54-3007d0471488,11/04/2018,16,14,12,9,12,58,55,56,53,52
60cb2b65-9202-42b8-b12f-c029aec199bd,12/04/2018,11,15,11,10,11,53,56,55,49,52
a2549af9-e7db-46ac-b2ba-b645a1b06462,13/04/2018,11,11,9,8,11,45,53,37,44,-
adfb2e27-4054-47b1-bd74-a1e81cf81b40,14/04/2018,14,12,11,11,--,52,50,44,-,50
fc57e504-9d77-4ba5-a3ad-9ffd954ca33f,15/04/2018,13,16,-,10,14,59,59,58,52,62
2a54dcc7-cd77-44d4-90a4-b0dd758ebf51,16/04/2018,9,7,9,-,13,41,49,-,34,53
75a462a8-c287-48ef-8f0c-b55cb72128fa,17/04/2018,15,15,--,7,-,53,52,52,37,55
8883f704-dc15-443f-ade7-2f39dcb7b75e,18/04/2018,9,11,--,8,8,41,53,41,50,43
1772e238-c217-463a-9083-3c90db002a20,19/04/2018,13,13,11,-,13,40,50,46,36,52
24dd3f6f-725e-46ce-b96a-49c4169dbdaa,20/04/2018,9,15,11,10,-,51,55,46,47,54
54f98685-3c49-4207-b4d6-0f75d9b480d9,21/04/2018,12,14,12,9,12,49,-,38,35,52
4ac96e62-5c72-41f9-9f88-1cbd2ef4cac6,22/04/2018,14,18,14,15,13,55,58,54,59,-
2a2b5b7d-7e12-47f9-84fd-20108f6f4d69,23/04/2018,16,12,12,13,13,55,-,52,55,53
8897b5cb-2e5b-435e-9284-5fb70f6378da,24/04/2018,18,-,19,-,24,58,57,54,44,57
ca691824-342a-4981-a1f5-bd7b8011d8f9,25/04/2018,20,15,15,10,18,61,61,59,51,63
fe1cc9f7-298a-48c7-812a-e37d90ebac36,26/04/2018,20,20,--,19,15,59,55,52,57,56
8b4a7dc1-2e5d-43cc-9a4b-4e9bf05c7846,27/04/2018,15,--,17,11,16,55,63,55,53,56
a37d9ccf-ada9-4df7-a42c-1b30de605985,28/04/2018,17,17,20,11,19,54,-,58,52,61
a54492ba-7796-400b-a308-9c6509e70a4c,29/04/2018,10,10,9,18,14,61,54,52,--,--
8511cef9-1411-403f-9a25-932e9eb7f602,30/04/2018,--,-,10,9,12,40,47,34,37,48
e4c0e360-fa0d-43a1-a3bc-da96eb3b7a48,01/05/2018,16,12,11,11,14,56,56,46,54,54
3309282b-ce43-4c48-9771-830942175afe,02/05/2018,16,23,19,14,23,55,58,55,50,58
a9e8a580-4238-418e-b7c6-2547b8480059,03/05/2018,27,24,23,25,18,67,64,61,64,61
af55ef05-7958-4b9e-852a-76c45c7add5d,04/05/2018,25,24,21,19,23,68,65,63,61,64
8cffce7b-d086-44c6-a9dc-2d750be277c8,05/05/2018,22,16,10,12,18,60,59,52,50,58
ee608b31-f5b6-4f2c-acff-ea69a0e48923,06/05/2018,18,16,13,15,15,70,57,52,61,57
4913ee45-f02f-44e5-9b51-a4448e8faace,07/05/2018,17,--,19,14,19,62,61,57,55,59
08a35a8c-3a74-4500-82ae-e1db65f77509,08/05/2018,14,--,13,13,--,-,55,52,54,53
7eee7d95-48c8-4c5a-8225-2837323af8e8,09/05/2018,9,9,9,7,11,46,53,46,40,52
f087360e-b150-4a29-b51a-2dc755fad41f,10/05/2018,11,10,-,--,10,44,43,36,31,40
1c0efbae-c0cc-493d-852e-77b940f25d68,11/05/2018,16,10,9,8,--,52,46,34,36,44
ef2a9a59-784f-4aee-bc51-8a7ec949e949,12/05/2018,12,11,8,9,10,56,-,--,39,46
cd724f2f-504a-44a8-8947-48990ddf2627,13/05/2018,9,9,7,10,9,51,45,36,39,41
8b0ba75a-7a4a-42bc-a0e6-5d19521c3098,14/05/2018,10,13,9,10,10,43,45,32,42,44
cefa5266-ae45-487c-ada3-d72d9ebe5844,15/05/2018,11,9,7,9,9,42,--,34,40,--
4a710834-a3a5-4441-987e-a798276350c7,16/05/2018,12,9,--,7,9,53,42,32,36,51
5a17ceca-616a-4132-a247-e08e364ff38e,17/05/2018,-,-,--,18,21,64,59,57,53,65
7dde8594-3f49-40c8-b836-e2f1b2281556,18/05/2018,-,11,8,17,9,60,53,38,59,52
b69a8791-00e3-4081-a911-b17ad9c555bf,19/05/2018,20,24,19,9,22,54,55,53,40,--
15eee815-4256-4c17-9f95-e772563c52a4,20/05/2018,31,38,33,20,42,72,81,74,--,81
303ee51b-20e4-4c30-b56c-edd05229ebfe,21/05/2018,--,--,22,18,-,69,69,64,58,71
b2feba97-6b82-4bdf-bcc0-a8fe510fe2a5,22/05/2018,23,17,9,17,8,71,59,52,61,53
d9522eff-146b-46d1-98eb-3c2e13f05131,23/05/2018,17,24,22,11,-,-,65,59,53,60
2cd82b33-d383-4ac6-b52d-b99e961ba569,24/05/2018,7,--,10,7,10,40,-,51,36,54
5c7a3320-65cc-460c-8f44-0a8471f4ffec,25/05/2018,14,13,11,9,10,53,53,52,39,52
595ba9bc-993e-4f05-b661-5de5fc65450f,26/05/2018,12,17,10,11,13,50,55,44,46,46
e70badab-cb83-4683-b747-ab2a0b481c70,27/05/2018,13,-,14,5,--,51,54,51,--,54
2de5238d-e58c-4779-a233-c3f0b1767ac0,28/05/2018,15,12,8,8,14,--,52,-,29,53
ab61bdbf-b8fb-46c3-9fa8-d622d725537d,29/05/2018,15,14,8,12,10,--,50,37,42,52
3475e4a2-8b83-4334-aaa9-5af983ace352,30/05/2018,17,17,9,10,14,--,56,52,51,58
68b1e2ad-f070-4c14-a57e-d2a0aad671b6,31/05/2018,14,15,15,14,15,60,56,55,54,57
dfb0e4ce-1c7b-4498-8b23-d07c82ed52c0,01/06/2018,12,12,18,8,15,53,56,54,45,60
8b462437-6371-49b0-8b45-05a8dd0491f2,02/06/2018,21,20,-,21,21,52,53,57,--,56
e9e4ec20-3085-4fb7-9654-3766900ede8c,03/06/2018,27,20,26,31,24,65,68,66,74,65
95a01499-8b37-46e6-b550-0a3485718fc0,04/06/2018,-,11,7,14,10,57,55,48,59,53
8d39b11a-17e8-4cd9-8cd5-f27531a51ae9,05/06/2018,-,16,11,12,16,53,53,41,53,52
1e7d54aa-5258-44f7-84e8-50a9d846f0d5,06/06/2018,17,-,15,14,19,59,59,-,--,59
f0c85ee6-775a-447d-8ad0-518e7f6cffa5,07/06/2018,21,26,18,15,22,58,61,55,56,60
29b1c830-d52c-4600-976c-2ce33b1a15b5,08/06/2018,18,26,19,12,22,60,66,60,55,62
1bb7d25e-22e9-4319-b478-8a5a24c6ba6d,09/06/2018,28,29,25,-,28,61,-,58,52,65
09094ea0-24b3-4bf2-9081-d17fa8ee232c,10/06/2018,17,23,17,18,23,63,69,62,59,66
24602cfa-a73d-459c-ae00-84b17aea8466,11/06/2018,16,19,15,--,17,56,--,55,--,-
be12c66c-b25d-415b-9e64-fedc6ae14484,12/06/2018,14,19,16,13,16,55,60,57,54,57
bd7c0ba4-eee9-482a-aa1c-645ce71f2694,13/06/2018,10,-,8,8,9,52,55,48,59,49
7e8bd3c4-a164-4f9f-b6c7-2ceb343a1900,14/06/2018,16,9,9,9,15,55,46,39,49,54
8c34c0e6-dce9-449c-9662-816a334742cf,15/06/2018,8,12,8,8,10,41,--,38,53,51
abc8e8f0-c8b7-4e2e-a18d-d8fcfdb60dce,16/06/2018,12,14,9,12,13,50,53,41,52,53
3909bc0b-0ac5-495d-8fd2-2da2ecfa05bb,17/06/2018,11,16,11,10,14,48,54,42,55,-
4022a00c-a8d0-47d6-aec5-850056c27184,18/06/2018,10,10,--,11,11,48,53,37,55,53
68f8c303-7a53-4e7a-be44-bb2f3e6109f7,20/06/2018,13,13,11,--,11,50,52,37,58,52
d289ca00-5306-49ab-9a8a-020e27c7eed7,21/06/2018,19,20,13,-,--,58,57,54,56,58
c6e2e6d6-9bf7-4e51-bbe6-8efa7ac4f3f0,22/06/2018,16,18,17,15,-,60,61,61,55,65
9ab6fbeb-5265-43bd-af14-dd9a9ae8119a,23/06/2018,9,8,6,6,8,39,42,33,44,--
e1ad70b3-5789-4b8f-9843-a3f8c37f680b,24/06/2018,13,12,14,8,14,51,51,52,33,-
e3baa7b4-c8b4-4a20-af28-1ac1ca18d06d,25/06/2018,10,8,7,8,10,44,38,44,32,47
333a0080-1421-4ccb-8532-ffe29980914b,26/06/2018,14,-,11,15,10,54,48,42,44,49
